"13","水道汤泉","休闲娱乐","60","60","河北省张家口市纬二路金鹰悦城水道汤泉生活馆","邢台","http://ticket.lvmama.com/scenic-10690726","http://pic.lvmama.com/uploads/pc/place2/2016-03-11/e0add7f2-5bd3-4fdc-9a0d-edbcc708d06d_180_120.jpg"
"14","水域半岛","休闲娱乐","26","232","秦皇岛市海港区秦皇半岛三区44栋（广源超市旁）","邢台","http://ticket.lvmama.com/scenic-10690726","http://pic.lvmama.com/uploads/pc/place2/2016-03-11/e0add7f2-5bd3-4fdc-9a0d-edbcc708d06d_180_120.jpg"
"15","赤水湾古镇","休闲娱乐","29.9","88","邯郸市涉县赤水湾古镇","邢台","http://ticket.lvmama.com/scenic-10690726","http://pic.lvmama.com/uploads/pc/place2/2016-03-11/e0add7f2-5bd3-4fdc-9a0d-edbcc708d06d_180_120.jpg"
"16","衡水之眼","休闲娱乐","178","188","河北省衡水市桃城区滏东嘉园北","邢台","http://ticket.lvmama.com/scenic-10690726","http://pic.lvmama.com/uploads/pc/place2/2016-03-11/e0add7f2-5bd3-4fdc-9a0d-edbcc708d06d_180_120.jpg"
"17","九龙松","休闲娱乐","30","30","五道营乡112线四道营村九龙松旅游点","承德","http://ticket.lvmama.com/scenic-12350869","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2618987/c1a606498ef4cd80aae7fe046190c41a_180_120.jpg"
"18","太行花溪谷景区","自然风光","19.9","19.9","武安市活水乡牛心山村张家台西","承德","http://ticket.lvmama.com/scenic-12350869","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2618987/c1a606498ef4cd80aae7fe046190c41a_180_120.jpg"
"19","正定古城","人文古迹","30","38","河北省石家庄市正定县燕赵南大街","承德","http://ticket.lvmama.com/scenic-12350869","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2618987/c1a606498ef4cd80aae7fe046190c41a_180_120.jpg"
"20","官厅红色记忆","休闲娱乐","28","28","官厅镇官厅大街北6号","承德","http://ticket.lvmama.com/scenic-12350869","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2618987/c1a606498ef4cd80aae7fe046190c41a_180_120.jpg"
"21","大厂影视小镇","休闲娱乐","7","7","厂通路和中轴路交叉口东南角","承德","http://ticket.lvmama.com/scenic-12350869","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2618987/c1a606498ef4cd80aae7fe046190c41a_180_120.jpg"
"22","沧州海洋馆","主题乐园","87","87","沧州市运河区北京路游泳馆西区","承德","http://ticket.lvmama.com/scenic-12350869","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2618987/c1a606498ef4cd80aae7fe046190c41a_180_120.jpg"
"23","三城水上乐园","主题乐园","39.9","39.9","河北省保定市涿州市东城坊镇三城村建红农业观光园内","承德","http://ticket.lvmama.com/scenic-12350869","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2618987/c1a606498ef4cd80aae7fe046190c41a_180_120.jpg"
"24","保定科技海洋中心","休闲娱乐","118","128","河北省保定市竞秀区建国路江城乡生态园真天地科普乐园...","承德","http://ticket.lvmama.com/scenic-12350869","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2618987/c1a606498ef4cd80aae7fe046190c41a_180_120.jpg"
"25","怀来帝曼温泉度假村","休闲娱乐","65","65","张家口市怀来县桑园镇帝曼温泉度假村","张家口","http://ticket.lvmama.com/scenic-154301","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2615809/78180848045bcd5b496e7a0282ff4db6_180_120.jpg"
"26","磁州水墨园","休闲娱乐","7","7","邯郸市磁县和谐大道1号","张家口","http://ticket.lvmama.com/scenic-154301","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2615809/78180848045bcd5b496e7a0282ff4db6_180_120.jpg"
"27","前南峪生态观光旅游区","自然风光","55","55","邢台市邢台县浆水镇前南峪村","张家口","http://ticket.lvmama.com/scenic-154301","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2615809/78180848045bcd5b496e7a0282ff4db6_180_120.jpg"
"28","万象云端","休闲娱乐","9.9","9.9","石家庄市裕华区万达步行街中心塔东侧","张家口","http://ticket.lvmama.com/scenic-154301","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2615809/78180848045bcd5b496e7a0282ff4db6_180_120.jpg"
"29","茗汤日月潭温泉会馆","休闲娱乐","88","198","廊坊市霸州市国际温泉城泰山路529号","张家口","http://ticket.lvmama.com/scenic-154301","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2615809/78180848045bcd5b496e7a0282ff4db6_180_120.jpg"
"30","蓝精灵欢乐岛","休闲娱乐","19.9","19.9","邯郸市涉县将军路与刘张公路交叉口东行1000米","张家口","http://ticket.lvmama.com/scenic-154301","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2615809/78180848045bcd5b496e7a0282ff4db6_180_120.jpg"
"31","龙门温泉","休闲娱乐","32","32","保定市涞源县水堡镇龙门村","张家口","http://ticket.lvmama.com/scenic-154301","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2615809/78180848045bcd5b496e7a0282ff4db6_180_120.jpg"
"32","九号生活馆","休闲娱乐","39","257","张家口市经开区东环路与站前东大街北侧交叉出口处(烟...","张家口","http://ticket.lvmama.com/scenic-154301","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2615809/78180848045bcd5b496e7a0282ff4db6_180_120.jpg"
"33","甘露寺","休闲娱乐","30","30","邯郸市永年县广府城东桥村","邯郸","http://ticket.lvmama.com/scenic-172483","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2613816/f1ddb5ccd0c14914fff1f1d9592fe981_180_120.jpg"
"34","亿福园","休闲娱乐","98","98","承德市隆化县茅荆坝乡茅荆坝村亿福农业生态园","邯郸","http://ticket.lvmama.com/scenic-172483","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2613816/f1ddb5ccd0c14914fff1f1d9592fe981_180_120.jpg"
"35","荣华洗浴","休闲娱乐","5.8","26.8","霸州市金锚路与112国道(津保路)交汇处西50米","邯郸","http://ticket.lvmama.com/scenic-172483","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2613816/f1ddb5ccd0c14914fff1f1d9592fe981_180_120.jpg"
"36","泰达·豪庭金门酒店温泉","休闲娱乐","68","168","衡水市桃城区榕花北大街1010号","邯郸","http://ticket.lvmama.com/scenic-172483","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2613816/f1ddb5ccd0c14914fff1f1d9592fe981_180_120.jpg"
"37","叮当洞景区","自然风光","7","7","095乡道东50米","邯郸","http://ticket.lvmama.com/scenic-172483","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2613816/f1ddb5ccd0c14914fff1f1d9592fe981_180_120.jpg"
"38","段家楼景区","自然风光","27","27","马西沟","邯郸","http://ticket.lvmama.com/scenic-172483","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2613816/f1ddb5ccd0c14914fff1f1d9592fe981_180_120.jpg"
"39","腰山王氏庄园","休闲娱乐","30","30","河北省保定市顺平县腰山镇南腰山村","邯郸","http://ticket.lvmama.com/scenic-172483","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2613816/f1ddb5ccd0c14914fff1f1d9592fe981_180_120.jpg"
"40","九州伊甸园","休闲娱乐","220","220","廊坊市大厂回族自治县陈府镇王指挥屯村","邯郸","http://ticket.lvmama.com/scenic-172483","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2613816/f1ddb5ccd0c14914fff1f1d9592fe981_180_120.jpg"
"41","密苑云顶乐园","休闲娱乐,休闲娱乐","108","1785","","张家口","http://ticket.lvmama.com/scenic-12217338","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2612492/4c34f2f7f4d296bc15af30ab666f9632_180_120.jpg"
"42","翠云山银河滑雪场","休闲娱乐,滑雪","220","938","张家口市崇礼区大夹道沟村(张承高速北出口南侧)","张家口","http://ticket.lvmama.com/scenic-12217338","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2612492/4c34f2f7f4d296bc15af30ab666f9632_180_120.jpg"
"43","拉唯那那间温泉","休闲娱乐,温泉","44","44","河北省唐山市唐山国际旅游岛中南未来海岸小区综合楼","张家口","http://ticket.lvmama.com/scenic-12217338","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2612492/4c34f2f7f4d296bc15af30ab666f9632_180_120.jpg"
"44","温泉堡一号温泉","休闲娱乐","49.9","99.9","温泉堡金龙温泉度假村","张家口","http://ticket.lvmama.com/scenic-12217338","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2612492/4c34f2f7f4d296bc15af30ab666f9632_180_120.jpg"
"45","蔚·花园元宇宙乐园","休闲娱乐","68","99","张家口桥西区","张家口","http://ticket.lvmama.com/scenic-12217338","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2612492/4c34f2f7f4d296bc15af30ab666f9632_180_120.jpg"
"46","万龙滑雪场","休闲娱乐","59","2100","张家口市崇礼县红花梁","张家口","http://ticket.lvmama.com/scenic-12217338","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2612492/4c34f2f7f4d296bc15af30ab666f9632_180_120.jpg"
"47","红鼻子成长乐园","主题乐园","29.9","128","邢台市信都区路罗镇路罗村","张家口","http://ticket.lvmama.com/scenic-12217338","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2612492/4c34f2f7f4d296bc15af30ab666f9632_180_120.jpg"
"48","汤泉宫温泉度假村","休闲娱乐","128","128","唐山市遵化市汤泉乡汤泉村乡政府西侧100米","张家口","http://ticket.lvmama.com/scenic-12217338","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2612492/4c34f2f7f4d296bc15af30ab666f9632_180_120.jpg"
"49","太行药王谷","自然风光","16.8","19.9","邯郸市峰峰矿区义井镇东王看村北角沁河东岸","邯郸","http://ticket.lvmama.com/scenic-12216874","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2611967/296be218e5ef46920ce4c58dc4f2a2d7_180_120.jpg"
"50","清水湾汗蒸广场","休闲娱乐","35","219","朝阳街朝阳路56号","邯郸","http://ticket.lvmama.com/scenic-12216874","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2611967/296be218e5ef46920ce4c58dc4f2a2d7_180_120.jpg"
"51","九洲浴乐宫","休闲娱乐","33","199","唐山市迁安市丰乐大路九洲大酒店","邯郸","http://ticket.lvmama.com/scenic-12216874","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2611967/296be218e5ef46920ce4c58dc4f2a2d7_180_120.jpg"
"52","金银海洗浴","休闲娱乐","21.8","388","廊坊市大厂回族自治县祁各庄镇小八百户村","邯郸","http://ticket.lvmama.com/scenic-12216874","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2611967/296be218e5ef46920ce4c58dc4f2a2d7_180_120.jpg"
"53","九龙湾温泉汗蒸时代(洗浴部)","休闲娱乐","39.9","99","农林路与光明大街交叉口西行100米路北","邯郸","http://ticket.lvmama.com/scenic-12216874","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2611967/296be218e5ef46920ce4c58dc4f2a2d7_180_120.jpg"
"54","石门弓箭俱乐部（怀特店）","休闲娱乐","30","200","石家庄市长安区裕彤体育中心九号步行梯三层","邯郸","http://ticket.lvmama.com/scenic-12216874","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2611967/296be218e5ef46920ce4c58dc4f2a2d7_180_120.jpg"
"55","山缘生态庄园","休闲娱乐","27","27","唐山市丰润区王官营镇施家营村","邯郸","http://ticket.lvmama.com/scenic-12216874","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2611967/296be218e5ef46920ce4c58dc4f2a2d7_180_120.jpg"
"56","盛世嘉年华温泉洗浴","休闲娱乐","29","358","沧州市运河区浮阳北大道西环中街戏水乐园5栋1-3层...","邯郸","http://ticket.lvmama.com/scenic-12216874","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2611967/296be218e5ef46920ce4c58dc4f2a2d7_180_120.jpg"
"57","龙珠温泉","休闲娱乐","63","131","保定市莲池区天鹅中路1777号","保定","http://ticket.lvmama.com/scenic-12216393","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2611407/fe7e8c63540b616dc8d26b1a48f9e48c_180_120.jpg"
"58","迪山云顶风景区","自然风光","19.9","19.9","石家庄市平山县南甸镇寨北乡指角沟村庙岩","保定","http://ticket.lvmama.com/scenic-12216393","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2611407/fe7e8c63540b616dc8d26b1a48f9e48c_180_120.jpg"
"59","六北定植物园","动植物园","37","158","廊坊市三河市洵阳镇六道曹村西南","保定","http://ticket.lvmama.com/scenic-12216393","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2611407/fe7e8c63540b616dc8d26b1a48f9e48c_180_120.jpg"
"60","壹零壹森林公学","休闲娱乐","19.9","69","竞秀区慈航寺南街","保定","http://ticket.lvmama.com/scenic-12216393","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2611407/fe7e8c63540b616dc8d26b1a48f9e48c_180_120.jpg"
"61","王硇村","人文古迹","19.9","19.9","邢台市沙河市王硇村","保定","http://ticket.lvmama.com/scenic-12216393","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2611407/fe7e8c63540b616dc8d26b1a48f9e48c_180_120.jpg"
"62","大自然温泉会馆（沧州店）","休闲娱乐","35","269","沧州市运河区开发区渤海路阳光医药东临","保定","http://ticket.lvmama.com/scenic-12216393","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2611407/fe7e8c63540b616dc8d26b1a48f9e48c_180_120.jpg"
"63","周家庄农业特色观光园","休闲娱乐","18.8","18.8","河北省石家庄市晋州市滨河路594号","保定","http://ticket.lvmama.com/scenic-12216393","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2611407/fe7e8c63540b616dc8d26b1a48f9e48c_180_120.jpg"
"64","雄安保府酒文化园","休闲娱乐","7","7","保定市雄安新区容城县金台路69号","保定","http://ticket.lvmama.com/scenic-12216393","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2611407/fe7e8c63540b616dc8d26b1a48f9e48c_180_120.jpg"
"65","国玉陶瓷文化园","休闲娱乐","15","15","张家口市宣化区幸福街148号1号","张家口","http://ticket.lvmama.com/scenic-12215963","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2610885/ae6bb90265d5fbdb50f7636f36e21c18_180_120.jpg"
"66","古武当山","人文古迹","29.9","198","邯郸武安市西40公里太行山深处，距邯郸市70公里","张家口","http://ticket.lvmama.com/scenic-12215963","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2610885/ae6bb90265d5fbdb50f7636f36e21c18_180_120.jpg"
"67","新濠假日酒店温泉","休闲娱乐","39.9","351","石家庄市桥西区新华西路568号","张家口","http://ticket.lvmama.com/scenic-12215963","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2610885/ae6bb90265d5fbdb50f7636f36e21c18_180_120.jpg"
"68","天鹅湖洗浴","休闲娱乐","52","208","中华南大街350号","张家口","http://ticket.lvmama.com/scenic-12215963","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2610885/ae6bb90265d5fbdb50f7636f36e21c18_180_120.jpg"
"69","千佛山森林公园","自然风光","7","7","保定市易县白马乡盘神庙村","张家口","http://ticket.lvmama.com/scenic-12215963","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2610885/ae6bb90265d5fbdb50f7636f36e21c18_180_120.jpg"
"70","西部长青自然儿童乐园","休闲娱乐","50","50","石家庄市鹿泉市白鹿泉乡梁庄、水峪","张家口","http://ticket.lvmama.com/scenic-12215963","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2610885/ae6bb90265d5fbdb50f7636f36e21c18_180_120.jpg"
"71","刘伶醉景区游乐城","自然风光","99","139","河北省保定市徐水县刘伶路与盛源南大街交口西行500...","张家口","http://ticket.lvmama.com/scenic-12215963","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2610885/ae6bb90265d5fbdb50f7636f36e21c18_180_120.jpg"
"72","神泉山旅游景区","自然风光","15.9","138","保定市满城区S332省道神泉山风景区","张家口","http://ticket.lvmama.com/scenic-12215963","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2610885/ae6bb90265d5fbdb50f7636f36e21c18_180_120.jpg"
"73","刘伶醉酒古烧锅遗址","人文古迹","38","38","河北省保定市徐水县振兴中路徐水二中对面","保定","http://ticket.lvmama.com/scenic-10834166","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2608447/643430cf6ea467f5244f735379b24336_180_120.jpg"
"74","缥缈间温泉","休闲娱乐","126","298","石家庄市平山县两河乡河北野生原度假村内","保定","http://ticket.lvmama.com/scenic-10834166","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2608447/643430cf6ea467f5244f735379b24336_180_120.jpg"
"75","阿派朗创造力乐园","休闲娱乐","129","189","廊坊市固安县大广高速牛驼出口西行500米路南","保定","http://ticket.lvmama.com/scenic-10834166","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2608447/643430cf6ea467f5244f735379b24336_180_120.jpg"
"76","祖山风景区","自然风光","140","158","秦皇岛市青龙满族自治县京省高速秦皇岛北出口青龙方向...","保定","http://ticket.lvmama.com/scenic-10834166","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2608447/643430cf6ea467f5244f735379b24336_180_120.jpg"
"77","享水溪旅游度假区","休闲娱乐","10","10","保定市顺平县享水溪旅游度假区","保定","http://ticket.lvmama.com/scenic-10834166","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2608447/643430cf6ea467f5244f735379b24336_180_120.jpg"
"78","八路军一二九师纪念馆太行颂文化园","展览展馆","19","19","邯郸市涉县河南店镇赤岸村","保定","http://ticket.lvmama.com/scenic-10834166","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2608447/643430cf6ea467f5244f735379b24336_180_120.jpg"
"79","白石山温泉旅游度假区","休闲娱乐","98","168","保定市涞源县白石山镇白石山温泉度假区","保定","http://ticket.lvmama.com/scenic-10834166","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2608447/643430cf6ea467f5244f735379b24336_180_120.jpg"
"80","水岸潮白景区","自然风光","59.9","59.9","廊坊市香河县蒋辛屯镇北李庄村","保定","http://ticket.lvmama.com/scenic-10834166","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2608447/643430cf6ea467f5244f735379b24336_180_120.jpg"
"81","冉庄滑雪场","人文古迹","8.8","15.8","河北省保定市清苑县冉庄镇","保定","http://ticket.lvmama.com/scenic-175349","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2607096/af775610207358a592645dff74e0ec2b_180_120.jpg"
"82","狼牙山文化博物馆","展览展馆","64","64","保定市易县东西水村狼牙山中路","保定","http://ticket.lvmama.com/scenic-175349","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2607096/af775610207358a592645dff74e0ec2b_180_120.jpg"
"83","悦海汗蒸","休闲娱乐","29.9","109","石家庄桥西区中山西路777号","保定","http://ticket.lvmama.com/scenic-175349","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2607096/af775610207358a592645dff74e0ec2b_180_120.jpg"
"84","邯郸方特国色春秋","主题乐园,主题乐园","99","299","河北省邯郸市中华慈大街18号","保定","http://ticket.lvmama.com/scenic-175349","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2607096/af775610207358a592645dff74e0ec2b_180_120.jpg"
"85","白洋淀异国风情园","民俗风情","10","10","河北省保定市安新县白洋淀景区内","保定","http://ticket.lvmama.com/scenic-175349","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2607096/af775610207358a592645dff74e0ec2b_180_120.jpg"
"86","金丰农科园","动植物园,动植物园","9.9","200","河北省廊坊市广阳区和平路北端","保定","http://ticket.lvmama.com/scenic-175349","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2607096/af775610207358a592645dff74e0ec2b_180_120.jpg"
"87","十瀑峡","自然风光","23","23","河北省保定市涞源县","保定","http://ticket.lvmama.com/scenic-175349","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2607096/af775610207358a592645dff74e0ec2b_180_120.jpg"
"88","北岳庙","人文古迹","29.9","29.9","河北省保定市曲阳县北岳路","保定","http://ticket.lvmama.com/scenic-175349","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/2607096/af775610207358a592645dff74e0ec2b_180_120.jpg"
"89","崆山白云洞","登山徒步,自然风光","95","95","河北省邢台市临城县崆山白云洞风景名胜区","邢台","http://ticket.lvmama.com/scenic-100422","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/249103/feacb6ce119723d2c61b9f02a24bc7b5_180_120.jpg"
"90","广府古城旅游景区","自然风光","10","35","河北省邯郸市永年广府镇广府古城景区（太极城）","邢台","http://ticket.lvmama.com/scenic-100422","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/249103/feacb6ce119723d2c61b9f02a24bc7b5_180_120.jpg"
"91","东山文化博艺园","民俗风情","9","9","河北省邯郸市武安市东郊","邢台","http://ticket.lvmama.com/scenic-100422","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/249103/feacb6ce119723d2c61b9f02a24bc7b5_180_120.jpg"
"92","元宝山新潮玩乐园","园林景观","45","199","河北省承德市双桥区丽正门大街","邢台","http://ticket.lvmama.com/scenic-100422","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/249103/feacb6ce119723d2c61b9f02a24bc7b5_180_120.jpg"
"93","迁西县青山关旅游区","自然风光","42","42","河北省唐山市迁西县上营乡青山口村","邢台","http://ticket.lvmama.com/scenic-100422","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/249103/feacb6ce119723d2c61b9f02a24bc7b5_180_120.jpg"
"94","鸽子窝公园","主题乐园","35","35","河北省秦皇岛市北戴河区北戴河东山鸽赤路","邢台","http://ticket.lvmama.com/scenic-100422","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/249103/feacb6ce119723d2c61b9f02a24bc7b5_180_120.jpg"
"95","响堂山石窟","自然风光","10","10","河北省邯郸市峰峰矿区鼓山","邢台","http://ticket.lvmama.com/scenic-100422","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/249103/feacb6ce119723d2c61b9f02a24bc7b5_180_120.jpg"
"96","澜悦温泉","温泉","89","89","河北省霸州市泰山路519号","邢台","http://ticket.lvmama.com/scenic-100422","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/249103/feacb6ce119723d2c61b9f02a24bc7b5_180_120.jpg"
"97","金山岭长城","人文古迹","52","52","河北省承德市滦平县巴克什营一带（北京密云县与河北滦...","承德","http://ticket.lvmama.com/scenic-100408","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/181814/fbfe2a2f511622f649544bc1bb2e8cd5_180_120.jpg"
"98","野三坡","休闲娱乐","10","10","河北省保定市涞水县野三坡","承德","http://ticket.lvmama.com/scenic-100408","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/181814/fbfe2a2f511622f649544bc1bb2e8cd5_180_120.jpg"
"99","福瑞锶温泉","温泉","79","79","河北省石家庄市元氏县马村乡张掖村西红旗大街1298...","承德","http://ticket.lvmama.com/scenic-100408","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/181814/fbfe2a2f511622f649544bc1bb2e8cd5_180_120.jpg"
"100","太舞滑雪小镇","休闲娱乐,滑雪","29.9","1370","河北省张家口市崇礼区太舞滑雪小镇","承德","http://ticket.lvmama.com/scenic-100408","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/181814/fbfe2a2f511622f649544bc1bb2e8cd5_180_120.jpg"
"101","温泉圣地","温泉","46","46","河北省石家庄市晋州市003县道","承德","http://ticket.lvmama.com/scenic-100408","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/181814/fbfe2a2f511622f649544bc1bb2e8cd5_180_120.jpg"
"102","唐家湾丹霞温泉度假区","登山徒步,温泉","88","88","河北省承德市承德县仓子乡唐家湾温泉度假区","承德","http://ticket.lvmama.com/scenic-100408","http://pic.lvmama.com/uploads/pc/place2/ctrip/photo/181814/fbfe2a2f511622f649544bc1bb2e8cd5_180_120.jpg"
